u_in,u_hat, u_tilde,Absolute Time
0.580043,0.570216,0.009827,3571913570.420883
0.580043,0.570240,0.009803,3571913570.430883
0.580043,0.570263,0.009780,3571913570.440883
0.580043,0.570286,0.009756,3571913570.450884
0.580043,0.570310,0.009733,3571913570.460884
0.580043,0.570333,0.009710,3571913570.470884
0.580043,0.570356,0.009687,3571913570.480881
0.580043,0.570379,0.009664,3571913570.490885
0.580043,0.973533,-0.393490,3571913570.500885
0.580043,0.568633,0.011410,3571913570.510884
0.580043,0.568660,0.011382,3571913570.520885
0.580043,0.568688,0.011355,3571913570.530886
0.580043,0.568714,0.011328,3571913570.540886
0.580043,0.568741,0.011302,3571913570.550887
0.580043,0.568768,0.011275,3571913570.560886
0.580043,0.568795,0.011248,3571913570.570887
0.580043,0.568822,0.011221,3571913570.580884
0.580043,0.568849,0.011194,3571913570.590888
0.580043,0.568875,0.011168,3571913570.600888
0.580043,0.568902,0.011141,3571913570.610888
0.580043,0.568928,0.011115,3571913570.620889
0.580043,0.568955,0.011088,3571913570.630889
0.580043,0.568981,0.011062,3571913570.640890
0.580043,0.569007,0.011036,3571913570.650889
0.580043,0.569034,0.011009,3571913570.660890
0.580043,0.569060,0.010983,3571913570.670890
0.580043,0.569086,0.010957,3571913570.680886
0.580043,0.569112,0.010931,3571913570.690891
0.580043,0.318072,0.261971,3571913570.700891
0.580043,0.569530,0.010513,3571913570.710892
0.580043,0.569555,0.010488,3571913570.720892
0.580043,0.569580,0.010463,3571913570.730892
0.580043,0.569605,0.010438,3571913570.740892
0.580043,0.569630,0.010413,3571913570.750893
0.580043,0.569655,0.010388,3571913570.760892
0.580043,0.569679,0.010364,3571913570.770893
0.580043,0.569704,0.010339,3571913570.780890
0.580043,0.569729,0.010314,3571913570.790893
0.580043,0.569753,0.010290,3571913570.800895
0.580043,0.569778,0.010265,3571913570.810894
0.580043,0.569802,0.010241,3571913570.820895
0.580043,0.569827,0.010216,3571913570.830895
0.580043,0.569851,0.010192,3571913570.840895
0.580043,0.569875,0.010168,3571913570.850895
0.580043,0.569899,0.010144,3571913570.860896
0.580043,0.569924,0.010119,3571913570.870896
0.580043,0.569948,0.010095,3571913570.880892
0.580043,0.569972,0.010071,3571913570.890896
0.580043,0.919997,-0.339954,3571913570.900897
0.580043,0.568586,0.011457,3571913570.910896
0.580043,0.568613,0.011430,3571913570.920898
0.580043,0.568641,0.011402,3571913570.930898
